"001","002","003"
"28","56","0"
"28","60","0"
"28","64","0"
"28","68","0"
"28","72","0"
"28","76","0"
"28","80","0"
"28","84","0"
"28","88","0"
"28","92","0"
"32","0","0"
"32","4","0"
"32","8","0"
"32","12","0"
"32","16","0"
"32","20","0"
"32","24","0"
"32","28","0"
"32","32","0"
"32","36","0"
"32","40","0"
"32","44","0"
"32","48","0"
"32","52","0"
"32","56","0"
"32","60","0"
"32","64","0"
"32","68","0"
"32","72","0"
"32","76","0"
"32","80","0"
"32","84","0"
"32","88","0"
"32","92","0"
"36","0","0"
"36","4","0"
"36","8","0"
"36","12","0"
"36","16","0"
"36","20","0"
"36","24","0"
"36","28","0"
"36","32","0"
"36","36","0"
"36","40","0"
"36","44","0"
"36","48","0"
"36","52","0"
"36","56","0"
"36","60","0"
"36","64","0"
"36","68","0"
"36","72","0"
"36","76","0"
"36","80","0"
"36","84","0"
"36","88","0"
"36","92","0"
"40","0","0"
"40","4","0"
"40","8","0"
"40","12","0"
"40","16","0"
"40","20","0"
"40","24","0"
"40","28","0"
"40","32","0"
"40","36","0"
"40","40","0"
"40","44","0"
"40","48","0"
"40","52","0"
"40","56","0"
"40","60","0"
"40","64","0"
"40","68","0"
"40","72","0"
"40","76","0"
"40","80","0"
"40","84","0"
"40","88","0"
"40","92","0"
"44","0","0"
"44","4","0"
"44","8","0"
"44","12","0"
"44","16","0"
"44","20","0"
"44","24","0"
"44","28","0"
"44","32","0"
"44","36","0"
"44","40","0"
"44","44","0"
"44","48","0"
"44","52","0"
"44","56","0"
"44","60","0"
"44","64","0"
"44","68","0"
"44","72","0"
"44","76","0"
"44","80","0"
"44","84","0"
"44","88","0"
"44","92","0"
"48","0","0"
"48","4","0"
"48","8","0"
"48","12","0"
"48","16","0"
"48","20","0"
"48","24","0"
"48","28","0"
"48","32","0"
"48","36","0"
"48","40","0"
"48","44","0"
"48","48","0"
"48","52","0"
"48","56","0"
"48","60","0"
"48","64","0"
"48","68","0"
"48","72","0"
"48","76","0"
"48","80","0"
"48","84","0"
"48","88","0"
"48","92","0"
"52","0","0"
"52","4","0"
"52","8","0"
"52","12","0"
"52","16","0"
"52","20","0"
"52","24","0"
"52","28","0"
"52","32","0"
"52","36","0"
"52","40","0"
"52","44","0"
"52","48","0"
"52","52","0"
"52","56","0"
"52","60","0"
"52","64","0"
"52","68","0"
"52","72","0"
"52","76","0"
"52","80","0"
"52","84","0"
"52","88","0"
"52","92","0"
"56","0","0"
"56","4","0"
"56","8","0"
"56","12","0"
"56","16","0"
"56","20","0"
"56","24","0"
"56","28","0"
"56","32","0"
"56","36","0"
"56","40","0"
"56","44","0"
"56","48","0"
"56","52","0"
"56","56","0"
"56","60","0"
"56","64","0"
"56","68","0"
"56","72","0"
"56","76","0"
"56","80","0"
"56","84","0"
"56","88","0"
"56","92","0"
"60","0","0"
"60","4","0"
"60","8","0"
"60","12","0"
"60","16","0"
"60","20","0"
"60","24","0"
"60","28","0"
"60","32","0"
"60","36","0"
"60","40","0"
"60","44","0"
"60","48","0"
"60","52","0"
"60","56","0"
"60","60","0"
"60","64","0"
"60","68","0"
"60","72","0"
"60","76","0"
"60","80","0"
"60","84","0"
"60","88","0"
"60","92","0"
"64","0","0"
"64","4","0"
"64","8","0"
"64","12","0"
"64","16","0"
"64","20","0"
"64","24","0"
"64","28","0"
"64","32","0"
"64","36","0"
"64","40","0"
"64","44","0"
"64","48","0"
"64","52","0"
"64","56","0"
"64","60","0"
"64","64","0"
"64","68","0"
"64","72","0"
"64","76","0"
"64","80","0"
"64","84","0"
"64","88","0"
"64","92","0"
"68","0","0"
"68","4","0"
"68","8","0"
"68","12","0"
"68","16","0"
"68","20","0"
"68","24","0"
"68","28","0"
"68","32","0"
"68","36","0"
"68","40","0"
"68","44","0"
"68","48","0"
"68","52","0"
"68","56","0"
"68","60","0"
"68","64","0"
"68","68","0"
"68","72","0"
"68","76","0"
"68","80","0"
"68","84","0"
"68","88","0"
"68","92","0"
"72","0","0"
"72","4","0"
"72","8","0"
"72","12","0"
"72","16","0"
"72","20","0"
"72","24","0"
"72","28","0"
"72","32","0"
"72","36","0"
"72","40","0"
"72","44","0"
"72","48","0"
"72","52","0"
"72","56","0"
"72","60","0"
"72","64","0"
"72","68","0"
"72","72","0"
"72","76","0"
"72","80","0"
"72","84","0"
"72","88","0"
"72","92","0"
"76","0","0"
"76","4","0"
"76","8","0"
"76","12","0"
"76","16","0"
"76","20","0"
"76","24","0"
"76","28","0"
"76","32","0"
"76","36","0"
"76","40","0"
"76","44","0"
"76","48","0"
"76","52","0"
"76","56","0"
"76","60","0"
"76","64","0"
"76","68","0"
"76","72","0"
"76","76","0"
"76","80","0"
