"001","002","003"
"42","18","0"
"42","21","0"
"42","24","0"
"42","27","0"
"42","30","0"
"42","33","0"
"42","36","0"
"42","39","0"
"42","42","0"
"42","45","0"
"42","48","0"
"42","51","0"
"42","54","0"
"42","57","0"
"42","60","0"
"42","63","0"
"42","66","0"
"42","69","0"
"45","0","0"
"45","3","0"
"45","6","0"
"45","9","0"
"45","12","0"
"45","15","0"
"45","18","0"
"45","21","0"
"45","24","0"
"45","27","0"
"45","30","0"
"45","33","0"
"45","36","0"
"45","39","0"
"45","42","0"
"45","45","0"
"45","48","0"
"45","51","0"
"45","54","0"
"45","57","0"
"45","60","0"
"45","63","0"
"45","66","0"
"45","69","0"
"48","0","0"
"48","3","0"
"48","6","0"
"48","9","0"
"48","12","0"
"48","15","0"
"48","18","0"
"48","21","0"
"48","24","0"
"48","27","0"
"48","30","0"
"48","33","0"
"48","36","0"
"48","39","0"
"48","42","0"
"48","45","0"
"48","48","0"
"48","51","0"
"48","54","0"
"48","57","0"
"48","60","0"
"48","63","0"
"48","66","0"
"48","69","0"
"51","0","0"
"51","3","0"
"51","6","0"
"51","9","0"
"51","12","0"
"51","15","0"
"51","18","0"
"51","21","0"
"51","24","0"
"51","27","0"
"51","30","0"
"51","33","0"
"51","36","0"
"51","39","0"
"51","42","0"
"51","45","0"
"51","48","0"
"51","51","0"
"51","54","0"
"51","57","0"
"51","60","0"
"51","63","0"
"51","66","0"
"51","69","0"
"54","0","0"
"54","3","0"
"54","6","0"
"54","9","0"
"54","12","0"
"54","15","0"
"54","18","0"
"54","21","0"
"54","24","0"
"54","27","0"
"54","30","0"
"54","33","0"
"54","36","0"
"54","39","0"
"54","42","0"
"54","45","0"
"54","48","0"
"54","51","0"
"54","54","0"
"54","57","0"
"54","60","0"
"54","63","0"
"54","66","0"
"54","69","0"
"57","0","0"
"57","3","0"
"57","6","0"
"57","9","0"
"57","12","0"
"57","15","0"
"57","18","0"
"57","21","0"
"57","24","0"
"57","27","0"
"57","30","0"
"57","33","0"
"57","36","0"
"57","39","0"
"57","42","0"
"57","45","0"
"57","48","0"
"57","51","0"
"57","54","0"
"57","57","0"
"57","60","0"
